reales,Linear,Knn,Ridge,Lasso
0.9699,0.9699511788313526,0.9699,0.9699511565780423,0.9699297499999999
0.9699,0.9699453490418884,0.9699,0.9699453272095392,0.9699297499999999
0.9699,0.9699424341471563,0.9699,0.9699424125252876,0.9699297499999999
0.9699,0.9699395192524243,0.9699,0.969939497841036,0.9699297499999999
0.9699,0.9699366043576921,0.9699,0.9699365831567843,0.9699297499999999
0.9699,0.9699149147182393,0.9699,0.9699148964913832,0.9699297499999999
0.9699,0.9699207445077035,0.9699,0.9699207258598863,0.9699297499999999
0.9699,0.9699424341471563,0.9699,0.9699424125252876,0.9699297499999999
0.9699,0.9699366043576921,0.9699,0.9699365831567843,0.9699297499999999
0.9699,0.9699395192524243,0.9699,0.969939497841036,0.9699297499999999
0.9699,0.9699453490418884,0.9699,0.9699453272095392,0.9699297499999999
0.9699,0.9699236594024355,0.9699,0.9699236405441379,0.9699297499999999
0.9699,0.9699178296129713,0.9699,0.9699178111756347,0.9699297499999999
0.9699,0.9699395192524243,0.9699,0.969939497841036,0.9699297499999999
0.9699,0.9699178296129713,0.9699,0.9699178111756347,0.9699297499999999
0.9699,0.9699236594024355,0.9699,0.9699236405441379,0.9699297499999999
0.9699,0.9699453490418884,0.9699,0.9699453272095392,0.9699297499999999
0.9699,0.9699395192524243,0.9699,0.969939497841036,0.9699297499999999
0.9699,0.9699482639366205,0.9699,0.9699482418937907,0.9699297499999999
0.9699,0.9699265742971677,0.9699,0.9699265552283896,0.9699297499999999
0.9699,0.9699482639366205,0.9699,0.9699482418937907,0.9699297499999999
0.9699,0.9699265742971677,0.9699,0.9699265552283896,0.9699297499999999
0.9699,0.9699482639366205,0.9699,0.9699482418937907,0.9699297499999999
0.9699,0.9699265742971677,0.9699,0.9699265552283896,0.9699297499999999
0.9699,0.9699482639366205,0.9699,0.9699482418937907,0.9699297499999999
0.9699,0.9699265742971677,0.9699,0.9699265552283896,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699615530339527,0.9699,0.9699615314394086,0.9699297499999999
0.9699,0.969967382823417,0.97,0.9699673608079117,0.9699297499999999
0.9699,0.969938233876096,0.9699,0.9699382139653958,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.969938233876096,0.9699,0.9699382139653958,0.9699297499999999
0.9699,0.9699360649121507,0.97,0.9699360452988557,0.9699297499999999
0.9699,0.9699652138594717,0.97,0.9699651921413716,0.9699297499999999
0.9699,0.969967382823417,0.97,0.9699673608079117,0.9699297499999999
0.9699,0.9699652138594717,0.97,0.9699651921413716,0.9699297499999999
0.9699,0.969967382823417,0.97,0.9699673608079117,0.9699297499999999
0.9699,0.969938233876096,0.9699,0.9699382139653958,0.9699297499999999
0.9699,0.9699599235155488,0.9699,0.9699599006307971,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699482639366205,0.9699,0.9699482418937907,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699324040866318,0.9699,0.9699323845968927,0.9699297499999999
0.9699,0.9699540937260847,0.9699,0.9699540712622939,0.9699297499999999
0.9699,0.9699511788313526,0.9699,0.9699511565780423,0.9699297499999999
0.9699,0.9699453490418884,0.9699,0.9699453272095392,0.9699297499999999
0.9699,0.9699424341471563,0.9699,0.9699424125252876,0.9699297499999999
0.9699,0.9699366043576921,0.9699,0.9699365831567843,0.9699297499999999
0.9699,0.96993368946296,0.9699,0.9699336684725328,0.9699297499999999
0.97,0.9700298809891191,0.97,0.9700298530528351,0.9699297499999999
0.97,0.9700608196693802,0.97,0.9700607995692441,0.9699297499999999
0.97,0.9700651575972707,0.97,0.9700651369023243,0.9699297499999999
0.97,0.9700673265612161,0.97,0.9700673055688644,0.9699297499999999
0.97,0.9700694955251613,0.97,0.9700694742354046,0.9699297499999999
0.97,0.9700520061567688,0.97,0.9700519861298951,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700476682288782,0.97,0.9700476487968148,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700476682288782,0.97,0.9700476487968148,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700123916207265,0.97,0.9700123649473256,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700476682288782,0.97,0.9700476487968148,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700520061567688,0.97,0.9700519861298951,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700780337241122,0.97,0.9700780101283766,0.9699297499999999
0.97,0.9700758647601669,0.97,0.9700758414618365,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700758647601669,0.97,0.9700758414618365,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700423778849554,0.97,0.9700423572862403,0.9699297499999999
0.97,0.9700445468489007,0.9701,0.9700445259527805,0.9699297499999999
0.97,0.9700423778849554,0.97,0.9700423572862403,0.9699297499999999
0.97,0.9700445468489007,0.9701,0.9700445259527805,0.9699297499999999
0.97,0.9700423778849554,0.97,0.9700423572862403,0.9699297499999999
0.97,0.9700445468489007,0.9701,0.9700445259527805,0.9699297499999999
0.97,0.9700662364883536,0.9701,0.9700662126181817,0.9699297499999999
0.97,0.9700953854356745,0.97,0.9700953594606976,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700445468489007,0.9701,0.9700445259527805,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700606820125499,0.97,0.9700606607960556,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700628509764953,0.97,0.9700628294625957,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700563440846593,0.97,0.9700563234629753,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700520061567688,0.97,0.9700519861298951,0.9699297499999999
0.97,0.9700476682288782,0.97,0.9700476487968148,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700476682288782,0.97,0.9700476487968148,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700628509764953,0.97,0.9700628294625957,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700585130486047,0.97,0.9700584921295154,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700433303009877,0.97,0.9700433114637346,0.9699297499999999
0.97,0.9700454992649329,0.97,0.9700454801302747,0.9699297499999999
0.97,0.9700498371928234,0.97,0.970049817463355,0.9699297499999999
0.97,0.9700541751207141,0.97,0.9700541547964352,0.9699297499999999
0.97,0.9700650199404405,0.97,0.9700649981291358,0.9699297499999999
0.97,0.9700780337241122,0.97,0.9700780101283766,0.9699297499999999
0.97,0.9700802026880575,0.97,0.9700801787949167,0.9699297499999999
0.97,0.9700780337241122,0.97,0.9700780101283766,0.9699297499999999
0.97,0.9700802026880575,0.97,0.9700801787949167,0.9699297499999999
0.97,0.9700780337241122,0.97,0.9700780101283766,0.9699297499999999
0.97,0.9700802026880575,0.97,0.9700801787949167,0.9699297499999999
0.97,0.9700780337241122,0.97,0.9700780101283766,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.970069357868331,0.97,0.9700693354622161,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700736957962216,0.97,0.9700736727952963,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
0.97,0.9700715268322764,0.97,0.9700715041287562,0.9699297499999999
0.97,0.9700671889043858,0.97,0.970067166795676,0.9699297499999999
